,start_time,end_time,hour_period,duration_min,session
1383,2018-02-12 12:11:25,2018-02-12 12:16:25,12:00-12:30,5.0,1
1385,2017-07-27 10:51:58,2017-07-27 10:52:08,10:30-11:00,0.167,1
1386,2018-12-04 17:00:37,2018-12-04 17:00:41,17:00-17:30,0.067,1
1391,2017-06-29 21:02:37,2017-06-29 21:04:37,21:00-21:30,2.0,1
1394,2018-09-02 17:13:34,2018-09-02 17:14:55,17:00-17:30,1.35,1
1395,2017-07-16 12:48:26,2017-07-16 12:50:27,12:30-13:00,2.017,1
1397,2017-11-19 19:32:02,2017-11-19 19:33:02,19:30-20:00,1.0,1
1398,2018-11-06 07:49:16,2018-11-06 07:49:36,07:30-08:00,0.333,1
1401,2018-01-27 06:38:17,2018-01-27 06:40:47,06:30-07:00,2.5,1
1407,2018-05-02 12:17:40,2018-05-02 12:17:57,12:00-12:30,0.283,1
1409,2018-04-07 19:34:28,2018-04-07 19:38:37,19:30-20:00,4.15,1
1412,2018-11-06 09:31:54,2018-11-06 09:33:04,09:30-10:00,1.167,1
1415,2018-09-15 19:30:02,2018-09-15 19:35:21,19:30-20:00,5.317,1
1416,2018-04-13 16:55:50,2018-04-13 16:56:15,16:30-17:00,0.417,1
1419,2017-10-24 14:45:00,2017-10-24 15:00:11,14:30-15:00,15.183,1
1421,2018-06-18 20:39:31,2018-06-18 20:40:01,20:30-21:00,0.5,1
1423,2018-03-23 17:00:24,2018-03-23 17:00:34,17:00-17:30,0.167,1
1435,2018-11-01 13:55:44,2018-11-01 13:55:54,13:30-14:00,0.167,1
1437,2017-08-17 21:32:45,2017-08-17 21:33:45,21:30-22:00,1.0,1
1438,2018-08-19 10:25:03,2018-08-19 10:25:13,10:00-10:30,0.167,1
1443,2018-11-16 19:20:58,2018-11-16 19:23:17,19:00-19:30,2.317,1
1448,2018-11-12 12:03:20,2018-11-12 12:03:50,12:00-12:30,0.5,1
1451,2018-04-18 18:07:17,2018-04-18 18:07:30,18:00-18:30,0.217,1
1453,2018-10-15 22:39:05,2018-10-15 22:47:16,22:30-23:00,8.183,1
1454,2017-11-07 21:59:56,2017-11-07 22:08:36,21:30-22:00,8.667,1
1456,2017-08-30 14:27:04,2017-08-30 14:27:14,14:00-14:30,0.167,1
1458,2018-09-05 18:05:21,2018-09-05 18:05:28,18:00-18:30,0.117,1
1460,2017-12-09 16:06:51,2017-12-09 16:15:22,16:00-16:30,8.517,1
1462,2018-01-15 12:35:28,2018-01-15 12:35:38,12:30-13:00,0.167,1
1463,2018-03-22 21:12:16,2018-03-22 21:12:26,21:00-21:30,0.167,1
1465,2018-08-16 08:52:14,2018-08-16 08:52:24,08:30-09:00,0.167,1
1467,2017-08-10 15:31:31,2017-08-10 15:31:41,15:30-16:00,0.167,1
1468,2017-07-04 19:40:56,2017-07-04 19:41:06,19:30-20:00,0.167,1
1470,2017-12-09 20:28:40,2017-12-09 20:28:44,20:00-20:30,0.067,1
1471,2018-09-29 11:55:04,2018-09-29 11:56:07,11:30-12:00,1.05,1
1472,2018-02-26 21:51:52,2018-02-26 22:03:59,21:30-22:00,12.117,1
1473,2018-10-04 06:17:16,2018-10-04 06:17:36,06:00-06:30,0.333,1
1474,2017-11-26 15:49:13,2017-11-26 15:50:33,15:30-16:00,1.333,1
1475,2018-06-26 16:26:38,2018-06-26 16:26:58,16:00-16:30,0.333,1
1477,2017-07-31 17:10:07,2017-07-31 17:10:27,17:00-17:30,0.333,1
1479,2017-07-15 12:51:57,2017-07-15 12:52:07,12:30-13:00,0.167,1
1483,2018-03-09 17:01:01,2018-03-09 17:03:31,17:00-17:30,2.5,1
1486,2018-11-12 15:49:54,2018-11-12 15:50:24,15:30-16:00,0.5,1
1488,2017-12-06 13:31:43,2017-12-06 13:31:53,13:30-14:00,0.167,1
1489,2017-10-02 18:02:09,2017-10-02 18:02:49,18:00-18:30,0.667,1
1493,2017-08-02 19:59:51,2017-08-02 20:00:21,19:30-20:00,0.5,1
1494,2018-11-02 17:30:59,2018-11-02 17:34:36,17:30-18:00,3.617,1
1495,2017-10-06 16:18:27,2017-10-06 16:18:37,16:00-16:30,0.167,1
1497,2018-11-02 13:47:33,2018-11-02 13:48:05,13:30-14:00,0.533,1
1500,2018-07-12 20:47:32,2018-07-12 20:47:42,20:30-21:00,0.167,1
1503,2017-07-08 18:02:04,2017-07-08 18:02:14,18:00-18:30,0.167,1
1505,2018-12-20 08:43:26,2018-12-20 08:43:36,08:30-09:00,0.167,1
1506,2018-01-14 09:22:27,2018-01-14 09:30:16,09:00-09:30,7.817,1
1511,2018-04-05 10:34:07,2018-04-05 10:34:17,10:30-11:00,0.167,1
1513,2018-04-15 18:43:14,2018-04-15 18:45:27,18:30-19:00,2.217,1
1514,2018-11-12 12:07:50,2018-11-12 12:08:00,12:00-12:30,0.167,1
1515,2018-10-05 08:28:05,2018-10-05 08:29:15,08:00-08:30,1.167,1
1519,2018-06-23 15:08:31,2018-06-23 15:09:11,15:00-15:30,0.667,1
1521,2018-10-11 17:46:29,2018-10-11 17:46:49,17:30-18:00,0.333,1
1524,2017-08-28 13:25:02,2017-08-28 13:25:32,13:00-13:30,0.5,1
1525,2018-09-03 17:40:59,2018-09-03 17:41:29,17:30-18:00,0.5,1
1528,2017-06-30 11:20:20,2017-06-30 11:20:55,11:00-11:30,0.583,1
1533,2018-07-04 10:09:56,2018-07-04 10:10:03,10:00-10:30,0.117,1
1536,2018-11-04 15:26:57,2018-11-04 15:27:19,15:00-15:30,0.367,1
1538,2018-03-18 12:55:58,2018-03-18 12:56:08,12:30-13:00,0.167,1
1540,2018-12-03 19:07:17,2018-12-03 19:07:27,19:00-19:30,0.167,1
1541,2018-08-27 06:00:11,2018-08-27 06:00:38,06:00-06:30,0.45,1
1542,2017-09-14 13:23:35,2017-09-14 13:25:45,13:00-13:30,2.167,1
1544,2018-07-15 12:14:40,2018-07-15 12:15:07,12:00-12:30,0.45,1
1549,2017-09-14 14:24:08,2017-09-14 14:24:51,14:00-14:30,0.717,1
1559,2018-02-05 20:14:26,2018-02-05 20:14:56,20:00-20:30,0.5,1
1563,2018-11-08 10:23:13,2018-11-08 10:23:23,10:00-10:30,0.167,1
1565,2017-10-24 16:16:34,2017-10-24 16:17:54,16:00-16:30,1.333,1
1569,2018-07-06 00:59:00,2018-07-06 01:00:00,00:30-01:00,1.0,1
1570,2018-11-23 13:28:11,2018-11-23 13:28:54,13:00-13:30,0.717,1
1571,2018-03-13 19:55:36,2018-03-13 19:55:46,19:30-20:00,0.167,1
1576,2018-04-25 17:21:12,2018-04-25 17:21:28,17:00-17:30,0.267,1
1577,2018-03-22 17:01:56,2018-03-22 17:02:06,17:00-17:30,0.167,1
1579,2018-06-10 00:37:35,2018-06-10 00:38:05,00:30-01:00,0.5,1
1581,2018-08-30 10:33:02,2018-08-30 10:33:12,10:30-11:00,0.167,1
1585,2018-08-09 17:31:52,2018-08-09 17:32:02,17:30-18:00,0.167,1
1587,2018-07-07 15:32:29,2018-07-07 15:32:41,15:30-16:00,0.2,1
1588,2017-12-23 12:01:09,2017-12-23 12:03:20,12:00-12:30,2.183,1
1589,2018-03-27 11:58:22,2018-03-27 11:59:22,11:30-12:00,1.0,1
1592,2017-11-16 18:53:34,2017-11-16 18:58:44,18:30-19:00,5.167,1
1594,2018-11-22 17:55:29,2018-11-22 17:55:39,17:30-18:00,0.167,1
1595,2017-10-02 17:35:00,2017-10-02 17:35:10,17:30-18:00,0.167,1
1596,2017-10-08 11:14:34,2017-10-08 11:14:57,11:00-11:30,0.383,1
1607,2018-10-27 20:17:33,2018-10-27 20:31:28,20:00-20:30,13.917,1
1610,2017-07-14 15:15:17,2017-07-14 15:15:27,15:00-15:30,0.167,1
1612,2018-07-20 03:54:16,2018-07-20 03:54:54,03:30-04:00,0.633,1
1614,2018-05-15 08:44:21,2018-05-15 08:47:21,08:30-09:00,3.0,1
1616,2018-04-28 11:32:48,2018-04-28 11:32:58,11:30-12:00,0.167,1
1620,2018-09-10 15:43:09,2018-09-10 15:44:11,15:30-16:00,1.033,1
1621,2018-01-22 09:50:06,2018-01-22 09:51:46,09:30-10:00,1.667,1
1622,2018-11-04 17:04:57,2018-11-04 17:05:47,17:00-17:30,0.833,1
1626,2018-09-22 22:00:42,2018-09-22 22:01:22,22:00-22:30,0.667,1
1628,2018-07-16 07:30:59,2018-07-16 07:31:08,07:30-08:00,0.15,1
1632,2018-03-29 02:47:52,2018-03-29 02:50:22,02:30-03:00,2.5,1
1634,2017-09-18 12:26:09,2017-09-18 12:31:10,12:00-12:30,5.017,1
1638,2018-04-08 11:13:44,2018-04-08 11:13:54,11:00-11:30,0.167,1
1640,2017-09-10 11:26:08,2017-09-10 11:27:11,11:00-11:30,1.05,1
1641,2018-04-18 11:59:29,2018-04-18 12:00:39,11:30-12:00,1.167,1
1643,2017-11-01 03:08:57,2017-11-01 03:09:07,03:00-03:30,0.167,1
1647,2018-08-15 18:28:32,2018-08-15 18:30:25,18:00-18:30,1.883,1
1653,2017-12-14 14:51:09,2017-12-14 14:52:02,14:30-15:00,0.883,1
1655,2018-08-02 18:31:39,2018-08-02 18:31:49,18:30-19:00,0.167,1
1657,2017-12-09 16:15:22,2017-12-09 16:15:32,16:00-16:30,0.167,1
1659,2017-09-09 18:42:37,2017-09-09 18:44:57,18:30-19:00,2.333,1
1668,2018-07-07 21:58:48,2018-07-07 21:59:17,21:30-22:00,0.483,1
1669,2017-12-28 19:51:11,2017-12-28 19:51:27,19:30-20:00,0.267,1
1671,2018-10-19 19:09:42,2018-10-19 19:10:22,19:00-19:30,0.667,1
1673,2018-12-19 22:10:07,2018-12-19 22:11:30,22:00-22:30,1.383,1
1676,2018-05-24 16:54:47,2018-05-24 16:56:23,16:30-17:00,1.6,1
1679,2018-05-10 17:05:21,2018-05-10 17:05:30,17:00-17:30,0.15,1
1680,2018-10-06 10:49:01,2018-10-06 11:18:33,10:30-11:00,29.533,1
1681,2017-09-20 15:22:38,2017-09-20 15:23:18,15:00-15:30,0.667,1
1682,2018-07-08 17:19:41,2018-07-08 17:19:51,17:00-17:30,0.167,1
1686,2018-05-10 16:36:29,2018-05-10 16:37:19,16:30-17:00,0.833,1
1687,2017-09-12 19:02:37,2017-09-12 19:18:28,19:00-19:30,15.85,1
1693,2018-08-04 17:23:23,2018-08-04 17:23:31,17:00-17:30,0.133,1
1695,2018-06-18 03:06:17,2018-06-18 03:06:37,03:00-03:30,0.333,1
1697,2017-07-10 19:19:24,2017-07-10 19:19:28,19:00-19:30,0.067,1
1700,2017-10-26 11:43:29,2017-10-26 11:47:39,11:30-12:00,4.167,1
1701,2018-10-29 00:03:12,2018-10-29 00:06:02,00:00-00:30,2.833,1
1704,2017-11-18 17:39:38,2017-11-18 17:39:48,17:30-18:00,0.167,1
1706,2018-10-13 14:55:14,2018-10-13 14:55:32,14:30-15:00,0.3,1
1707,2018-11-07 20:00:43,2018-11-07 20:00:53,20:00-20:30,0.167,1
1709,2018-06-12 16:16:32,2018-06-12 16:17:12,16:00-16:30,0.667,1
1711,2018-10-09 17:02:15,2018-10-09 17:02:35,17:00-17:30,0.333,1
1713,2017-10-24 07:47:05,2017-10-24 07:47:35,07:30-08:00,0.5,1
1714,2018-06-30 15:43:12,2018-06-30 15:43:22,15:30-16:00,0.167,1
1715,2017-11-06 15:09:58,2017-11-06 15:13:09,15:00-15:30,3.183,1
1716,2017-12-04 21:28:39,2017-12-04 21:28:43,21:00-21:30,0.067,1
1720,2017-10-28 10:08:27,2017-10-28 10:10:53,10:00-10:30,2.433,1
1722,2018-06-29 06:58:45,2018-06-29 06:58:55,06:30-07:00,0.167,1
1723,2017-09-04 03:16:23,2017-09-04 03:16:29,03:00-03:30,0.1,1
1725,2018-08-06 13:57:33,2018-08-06 13:57:43,13:30-14:00,0.167,1
1729,2018-01-09 19:53:08,2018-01-09 19:53:28,19:30-20:00,0.333,1
1730,2017-08-15 16:20:29,2017-08-15 16:20:39,16:00-16:30,0.167,1
1731,2018-05-03 10:53:39,2018-05-03 10:53:46,10:30-11:00,0.117,1
1732,2018-10-11 10:58:52,2018-10-11 10:59:32,10:30-11:00,0.667,1
1734,2017-12-22 16:57:52,2017-12-22 16:59:10,16:30-17:00,1.3,1
1736,2017-11-29 15:04:19,2017-11-29 15:04:22,15:00-15:30,0.05,1
1740,2018-04-10 13:51:54,2018-04-10 13:52:04,13:30-14:00,0.167,1
1741,2017-11-26 16:54:29,2017-11-26 16:54:39,16:30-17:00,0.167,1
1742,2018-08-05 14:10:04,2018-08-05 14:12:34,14:00-14:30,2.5,1
1744,2017-11-18 18:00:09,2017-11-18 18:00:15,18:00-18:30,0.1,1
1745,2018-11-16 16:45:04,2018-11-16 16:45:13,16:30-17:00,0.15,1
1747,2017-07-02 04:12:34,2017-07-02 04:12:49,04:00-04:30,0.25,1
1748,2018-12-09 18:05:21,2018-12-09 18:11:58,18:00-18:30,6.617,1
1750,2017-10-19 14:13:44,2017-10-19 14:16:04,14:00-14:30,2.333,1
1754,2018-05-10 14:30:14,2018-05-10 14:32:01,14:30-15:00,1.783,1
1756,2018-05-02 07:36:48,2018-05-02 07:37:54,07:30-08:00,1.1,1
1757,2018-03-03 15:15:43,2018-03-03 15:15:47,15:00-15:30,0.067,1
1762,2017-10-26 06:23:57,2017-10-26 06:24:01,06:00-06:30,0.067,1
1763,2018-05-28 13:17:13,2018-05-28 13:23:53,13:00-13:30,6.667,1
1764,2018-04-23 10:54:39,2018-04-23 10:54:59,10:30-11:00,0.333,1
1765,2018-06-05 13:55:41,2018-06-05 13:56:01,13:30-14:00,0.333,1
1769,2017-11-28 20:15:24,2017-11-28 20:16:24,20:00-20:30,1.0,1
1771,2017-09-16 16:59:12,2017-09-16 16:59:22,16:30-17:00,0.167,1
1772,2018-12-12 13:19:16,2018-12-12 13:19:26,13:00-13:30,0.167,1
1774,2017-12-21 16:00:24,2017-12-21 16:00:34,16:00-16:30,0.167,1
1775,2018-05-14 17:19:33,2018-05-14 17:19:41,17:00-17:30,0.133,1
1776,2018-03-05 16:26:52,2018-03-05 16:28:02,16:00-16:30,1.167,1
1777,2018-01-21 22:03:05,2018-01-21 22:03:12,22:00-22:30,0.117,1
1778,2018-09-13 19:33:18,2018-09-13 19:34:46,19:30-20:00,1.467,1
1780,2018-03-05 12:48:05,2018-03-05 12:49:16,12:30-13:00,1.183,1
1781,2017-07-02 15:39:56,2017-07-02 15:40:06,15:30-16:00,0.167,1
1782,2018-06-24 19:06:17,2018-06-24 19:06:27,19:00-19:30,0.167,1
1783,2018-09-20 19:47:52,2018-09-20 19:48:02,19:30-20:00,0.167,1
1784,2017-08-05 21:07:08,2017-08-05 21:08:21,21:00-21:30,1.217,1
1785,2017-08-27 18:12:49,2017-08-27 18:13:39,18:00-18:30,0.833,1
1788,2018-05-12 14:27:42,2018-05-12 14:28:32,14:00-14:30,0.833,1
1789,2017-12-29 19:24:43,2017-12-29 19:24:53,19:00-19:30,0.167,1
1790,2018-11-26 11:25:55,2018-11-26 11:26:05,11:00-11:30,0.167,1
1791,2018-06-13 16:23:08,2018-06-13 16:24:08,16:00-16:30,1.0,1
1793,2017-08-06 17:26:14,2017-08-06 17:26:43,17:00-17:30,0.483,1
1795,2018-11-15 21:06:31,2018-11-15 21:06:41,21:00-21:30,0.167,1
1796,2018-11-03 06:38:57,2018-11-03 06:54:28,06:30-07:00,15.517,1
1797,2018-07-30 07:00:29,2018-07-30 07:00:49,07:00-07:30,0.333,1
1799,2018-06-05 10:45:43,2018-06-05 10:46:02,10:30-11:00,0.317,1
1803,2018-06-08 19:34:02,2018-06-08 19:34:12,19:30-20:00,0.167,1
1804,2017-10-21 08:55:01,2017-10-21 08:55:31,08:30-09:00,0.5,1
1805,2017-08-14 16:41:23,2017-08-14 16:41:33,16:30-17:00,0.167,1
1806,2018-06-15 15:34:43,2018-06-15 15:34:56,15:30-16:00,0.217,1
1808,2018-09-17 09:47:03,2018-09-17 09:47:13,09:30-10:00,0.167,1
1810,2018-01-29 21:20:32,2018-01-29 21:22:23,21:00-21:30,1.85,1
1811,2018-06-04 06:26:59,2018-06-04 06:27:39,06:00-06:30,0.667,1
1813,2018-09-23 09:59:48,2018-09-23 10:00:28,09:30-10:00,0.667,1
1814,2018-07-17 16:02:57,2018-07-17 16:03:06,16:00-16:30,0.15,1
1818,2018-08-30 21:55:45,2018-08-30 21:56:05,21:30-22:00,0.333,1
1819,2018-01-06 00:48:34,2018-01-06 00:51:04,00:30-01:00,2.5,1
1821,2017-07-02 14:19:31,2017-07-02 14:19:41,14:00-14:30,0.167,1
1822,2018-11-16 07:50:24,2018-11-16 07:50:47,07:30-08:00,0.383,1
1823,2017-08-08 18:51:39,2017-08-08 18:51:47,18:30-19:00,0.133,1
1827,2018-05-04 12:28:11,2018-05-04 12:29:01,12:00-12:30,0.833,1
1828,2018-11-02 18:29:56,2018-11-02 18:32:11,18:00-18:30,2.25,1
1829,2017-12-30 12:20:25,2017-12-30 12:20:32,12:00-12:30,0.117,1
1830,2018-10-29 19:56:45,2018-10-29 19:57:25,19:30-20:00,0.667,1
1832,2018-05-30 16:52:17,2018-05-30 16:52:34,16:30-17:00,0.283,1
1838,2018-10-24 12:42:29,2018-10-24 12:42:39,12:30-13:00,0.167,1
1839,2018-08-12 09:01:38,2018-08-12 09:02:28,09:00-09:30,0.833,1
1841,2018-03-30 07:36:03,2018-03-30 07:36:39,07:30-08:00,0.6,1
1843,2018-05-06 08:09:56,2018-05-06 08:10:03,08:00-08:30,0.117,1
1845,2018-12-01 16:30:19,2018-12-01 16:48:10,16:30-17:00,17.85,1
1846,2018-01-18 19:56:37,2018-01-18 19:56:57,19:30-20:00,0.333,1
1847,2018-09-26 08:28:36,2018-09-26 08:28:58,08:00-08:30,0.367,1
1848,2017-08-04 20:45:56,2017-08-04 20:46:02,20:30-21:00,0.1,1
1849,2018-12-04 18:18:32,2018-12-04 18:20:02,18:00-18:30,1.5,1
1850,2017-09-27 13:22:31,2017-09-27 13:22:51,13:00-13:30,0.333,1
1852,2018-08-15 15:38:08,2018-08-15 15:38:58,15:30-16:00,0.833,1
1853,2018-07-28 12:51:41,2018-07-28 12:51:51,12:30-13:00,0.167,1
1854,2018-10-12 06:33:15,2018-10-12 06:35:35,06:30-07:00,2.333,1
1855,2018-05-20 11:18:34,2018-05-20 11:31:35,11:00-11:30,13.017,1
1856,2018-03-11 19:41:03,2018-03-11 19:41:13,19:30-20:00,0.167,1
1858,2017-07-01 10:12:49,2017-07-01 10:13:19,10:00-10:30,0.5,1
1859,2017-10-27 09:36:11,2017-10-27 09:36:51,09:30-10:00,0.667,1
1864,2018-05-30 08:51:01,2018-05-30 08:51:31,08:30-09:00,0.5,1
1865,2018-05-10 18:41:41,2018-05-10 18:41:59,18:30-19:00,0.3,1
1866,2017-07-03 09:50:25,2017-07-03 09:50:46,09:30-10:00,0.35,1
1867,2018-01-26 16:59:45,2018-01-26 17:00:45,16:30-17:00,1.0,1
1868,2018-11-04 10:51:58,2018-11-04 10:53:09,10:30-11:00,1.183,1
1870,2017-10-21 03:51:09,2017-10-21 03:51:13,03:30-04:00,0.067,1
1871,2018-10-08 10:57:33,2018-10-08 10:58:03,10:30-11:00,0.5,1
1872,2017-07-28 20:02:29,2017-07-28 20:02:39,20:00-20:30,0.167,1
1874,2017-09-03 16:50:21,2017-09-03 16:50:23,16:30-17:00,0.033,1
1879,2018-07-29 17:08:41,2018-07-29 17:08:58,17:00-17:30,0.283,1
1880,2018-09-06 15:34:41,2018-09-06 15:34:49,15:30-16:00,0.133,1
1883,2018-02-19 18:33:49,2018-02-19 18:34:19,18:30-19:00,0.5,1
1885,2018-10-14 18:07:53,2018-10-14 18:10:06,18:00-18:30,2.217,1
1886,2017-11-07 19:08:51,2017-11-07 19:13:51,19:00-19:30,5.0,1
1887,2017-06-06 15:51:09,2017-06-06 15:51:19,15:30-16:00,0.167,1
1889,2018-02-11 22:09:43,2018-02-11 22:09:53,22:00-22:30,0.167,1
1890,2018-04-19 08:04:18,2018-04-19 08:04:28,08:00-08:30,0.167,1
1891,2018-09-21 11:01:21,2018-09-21 11:01:58,11:00-11:30,0.617,1
1892,2018-02-07 15:52:45,2018-02-07 15:54:28,15:30-16:00,1.717,1
1893,2018-01-18 19:18:34,2018-01-18 19:19:14,19:00-19:30,0.667,1
1894,2017-09-07 12:41:33,2017-09-07 12:42:33,12:30-13:00,1.0,1
1897,2018-08-19 14:53:55,2018-08-19 14:58:05,14:30-15:00,4.167,1
1898,2018-01-15 13:47:44,2018-01-15 13:50:00,13:30-14:00,2.267,1
1899,2018-08-14 17:03:47,2018-08-14 17:05:58,17:00-17:30,2.183,1
1900,2017-12-22 09:26:34,2017-12-22 09:26:54,09:00-09:30,0.333,1
1901,2017-07-17 12:58:44,2017-07-17 12:59:34,12:30-13:00,0.833,1
1902,2017-08-07 12:14:17,2017-08-07 12:28:48,12:00-12:30,14.517,1
1903,2018-08-15 19:12:32,2018-08-15 19:13:22,19:00-19:30,0.833,1
1904,2018-11-08 21:34:52,2018-11-08 21:35:01,21:30-22:00,0.15,1
1905,2018-04-04 19:26:32,2018-04-04 19:26:39,19:00-19:30,0.117,1
1907,2018-05-22 13:33:04,2018-05-22 13:33:14,13:30-14:00,0.167,1
1908,2017-06-05 13:31:24,2017-06-05 13:31:34,13:30-14:00,0.167,1
1909,2018-09-02 21:57:30,2018-09-02 21:58:20,21:30-22:00,0.833,1
1910,2018-06-14 18:33:51,2018-06-14 18:34:11,18:30-19:00,0.333,1
1911,2018-10-24 19:33:07,2018-10-24 19:35:13,19:30-20:00,2.1,1
1913,2017-10-24 12:02:40,2017-10-24 12:02:50,12:00-12:30,0.167,1
1915,2018-07-03 06:59:03,2018-07-03 06:59:43,06:30-07:00,0.667,1
1916,2018-12-13 21:21:58,2018-12-13 21:22:08,21:00-21:30,0.167,1
1918,2017-12-13 04:54:31,2017-12-13 04:54:41,04:30-05:00,0.167,1
1919,2017-12-09 16:18:05,2017-12-09 16:18:15,16:00-16:30,0.167,1
1921,2018-03-28 03:27:59,2018-03-28 03:28:09,03:00-03:30,0.167,1
1922,2018-01-10 17:48:14,2018-01-10 17:48:24,17:30-18:00,0.167,1
1923,2017-10-11 20:28:14,2017-10-11 20:29:54,20:00-20:30,1.667,1
1926,2018-11-07 15:23:07,2018-11-07 15:23:43,15:00-15:30,0.6,1
1927,2018-07-16 14:49:44,2018-07-16 14:50:24,14:30-15:00,0.667,1
1928,2017-11-01 09:52:13,2017-11-01 09:56:43,09:30-10:00,4.5,1
1930,2018-09-16 09:23:16,2018-09-16 09:23:26,09:00-09:30,0.167,1
1931,2018-10-29 17:51:36,2018-10-29 17:51:56,17:30-18:00,0.333,1
1932,2017-12-22 17:29:39,2017-12-22 17:30:49,17:00-17:30,1.167,1
1933,2017-08-19 14:11:51,2017-08-19 14:12:17,14:00-14:30,0.433,1
1934,2018-01-28 21:23:58,2018-01-28 21:26:48,21:00-21:30,2.833,1
1935,2017-10-27 08:42:36,2017-10-27 08:44:36,08:30-09:00,2.0,1
1936,2017-09-15 15:18:52,2017-09-15 15:19:42,15:00-15:30,0.833,1
1937,2018-11-24 10:15:20,2018-11-24 10:15:30,10:00-10:30,0.167,1
1938,2017-07-17 19:33:05,2017-07-17 19:33:49,19:30-20:00,0.733,1
1940,2018-09-24 16:05:17,2018-09-24 16:05:37,16:00-16:30,0.333,1
1947,2018-07-25 13:29:01,2018-07-25 13:31:27,13:00-13:30,2.433,1
1949,2017-10-27 19:27:59,2017-10-27 19:29:04,19:00-19:30,1.083,1
1950,2018-08-12 19:32:16,2018-08-12 19:32:26,19:30-20:00,0.167,1
1951,2018-09-21 10:12:10,2018-09-21 10:12:24,10:00-10:30,0.233,1
1956,2018-06-14 17:59:51,2018-06-14 18:00:04,17:30-18:00,0.217,1
1957,2017-08-06 15:23:45,2017-08-06 15:28:42,15:00-15:30,4.95,1
1959,2018-07-20 15:18:59,2018-07-20 15:19:29,15:00-15:30,0.5,1
1960,2018-01-27 06:32:00,2018-01-27 06:32:30,06:30-07:00,0.5,1
1961,2018-12-01 20:28:21,2018-12-01 20:28:47,20:00-20:30,0.433,1
1962,2017-09-01 05:33:43,2017-09-01 05:43:03,05:30-06:00,9.333,1
1963,2018-07-21 21:10:52,2018-07-21 21:12:02,21:00-21:30,1.167,1
1964,2017-08-22 17:15:43,2017-08-22 17:16:13,17:00-17:30,0.5,1
1968,2017-10-30 03:19:04,2017-10-30 03:19:14,03:00-03:30,0.167,1
1969,2018-04-30 12:07:15,2018-04-30 12:07:25,12:00-12:30,0.167,1
1971,2018-06-04 17:06:10,2018-06-04 17:06:16,17:00-17:30,0.1,1
1972,2018-04-26 12:03:44,2018-04-26 12:04:04,12:00-12:30,0.333,1
1974,2017-07-12 13:52:38,2017-07-12 13:52:46,13:30-14:00,0.133,1
1975,2017-10-14 19:15:53,2017-10-14 19:16:23,19:00-19:30,0.5,1
1976,2017-10-03 22:19:42,2017-10-03 22:22:17,22:00-22:30,2.583,1
1977,2018-03-26 19:21:42,2018-03-26 19:23:46,19:00-19:30,2.067,1
1980,2017-07-20 13:01:53,2017-07-20 13:02:23,13:00-13:30,0.5,1
1981,2017-11-25 21:02:11,2017-11-25 21:02:31,21:00-21:30,0.333,1
1984,2018-12-20 09:27:09,2018-12-20 09:31:03,09:00-09:30,3.9,1
1986,2018-01-16 09:26:21,2018-01-16 09:26:41,09:00-09:30,0.333,1
1990,2018-06-06 15:57:53,2018-06-06 15:58:33,15:30-16:00,0.667,1
1991,2018-08-08 12:20:14,2018-08-08 12:20:21,12:00-12:30,0.117,1
1992,2018-11-01 20:22:47,2018-11-01 20:23:17,20:00-20:30,0.5,1
1993,2018-08-13 12:58:58,2018-08-13 12:59:17,12:30-13:00,0.317,1
1994,2017-07-07 22:42:04,2017-07-07 22:42:14,22:30-23:00,0.167,1
1995,2018-06-17 11:42:04,2018-06-17 11:44:04,11:30-12:00,2.0,1
1997,2017-11-13 17:11:14,2017-11-13 17:14:30,17:00-17:30,3.267,1
1998,2017-08-12 07:26:12,2017-08-12 07:26:24,07:00-07:30,0.2,1
2000,2018-05-19 23:02:20,2018-05-19 23:04:30,23:00-23:30,2.167,1
2003,2018-04-08 20:41:01,2018-04-08 20:45:41,20:30-21:00,4.667,1
2005,2018-06-08 19:33:42,2018-06-08 19:34:02,19:30-20:00,0.333,1
2006,2018-07-07 08:51:44,2018-07-07 08:58:06,08:30-09:00,6.367,1
2007,2018-01-08 22:33:24,2018-01-08 22:33:34,22:30-23:00,0.167,1
2008,2018-01-20 14:22:43,2018-01-20 14:23:13,14:00-14:30,0.5,1
2009,2018-10-23 19:20:07,2018-10-23 19:20:17,19:00-19:30,0.167,1
2010,2018-05-09 16:10:57,2018-05-09 16:12:41,16:00-16:30,1.733,1
2011,2017-11-06 13:06:14,2017-11-06 13:06:50,13:00-13:30,0.6,1
2012,2018-09-17 09:33:33,2018-09-17 09:38:34,09:30-10:00,5.017,1
2013,2018-04-05 17:30:13,2018-04-05 17:30:15,17:30-18:00,0.033,1
2014,2018-09-28 18:56:02,2018-09-28 18:58:32,18:30-19:00,2.5,1
2015,2018-07-08 20:55:40,2018-07-08 20:57:10,20:30-21:00,1.5,1
2016,2018-03-20 20:20:56,2018-03-20 20:22:46,20:00-20:30,1.833,1
2017,2018-03-12 15:51:45,2018-03-12 15:52:25,15:30-16:00,0.667,1
2020,2017-07-01 18:25:19,2017-07-01 18:25:29,18:00-18:30,0.167,1
2021,2018-06-02 18:23:23,2018-06-02 18:23:33,18:00-18:30,0.167,1
2022,2018-04-27 21:43:51,2018-04-27 21:44:01,21:30-22:00,0.167,1
2025,2017-09-09 13:38:11,2017-09-09 13:38:21,13:30-14:00,0.167,1
